File,Component_,FileName,FileSize,Version,Language,Attributes,Sequence
ru.Citect.Ampla.Maintenance.Server.resources.dll,ru.Citect.Ampla.Maintenance.Server.resources.dll,mr-qj1vw.dll|Citect.Ampla.Maintenance.Server.resources.dll,8192,5.2.6135.0,0,1536,909
ru.Citect.Ampla.MasterData.Activities.resources.dll,ru.Citect.Ampla.MasterData.Activities.resources.dll,8hqo2wwi.dll|Citect.Ampla.MasterData.Activities.resources.dll,4096,5.2.6135.0,0,1536,910
ru.Citect.Ampla.MasterData.Server.resources.dll,ru.Citect.Ampla.MasterData.Server.resources.dll,xukffmaz.dll|Citect.Ampla.MasterData.Server.resources.dll,8192,5.2.6135.0,0,1536,911
ru.Citect.Ampla.MessageQueue.Server.resources.dll,ru.Citect.Ampla.MessageQueue.Server.resources.dll,2n87f3f1.dll|Citect.Ampla.MessageQueue.Server.resources.dll,7168,5.2.6135.0,0,1536,912
ru.Citect.Ampla.Metrics.Server.resources.dll,ru.Citect.Ampla.Metrics.Server.resources.dll,xsnw3wwf.dll|Citect.Ampla.Metrics.Server.resources.dll,29184,5.2.6135.0,0,1536,913
ru.Citect.Ampla.Modules.Client.resources.dll,ru.Citect.Ampla.Modules.Client.resources.dll,5m1qwt3n.dll|Citect.Ampla.Modules.Client.resources.dll,62976,5.2.6135.0,0,1536,914
ru.Citect.Ampla.Modules.Common.resources.dll,ru.Citect.Ampla.Modules.Common.resources.dll,ooml6pm6.dll|Citect.Ampla.Modules.Common.resources.dll,8704,5.2.6135.0,0,1536,915
ru.Citect.Ampla.MSSQL.Server.resources.dll,ru.Citect.Ampla.MSSQL.Server.resources.dll,kv7vexfq.dll|Citect.Ampla.MSSQL.Server.resources.dll,7680,5.2.6135.0,0,1536,916
ru.Citect.Ampla.Notification.Client.resources.dll,ru.Citect.Ampla.Notification.Client.resources.dll,wwl8etul.dll|Citect.Ampla.Notification.Client.resources.dll,6656,5.2.6135.0,0,1536,917
ru.Citect.Ampla.Notification.Server.resources.dll,ru.Citect.Ampla.Notification.Server.resources.dll,owywgm5c.dll|Citect.Ampla.Notification.Server.resources.dll,12800,5.2.6135.0,0,1536,918
ru.Citect.Ampla.Planning.Recipe.Server.ActiveReports.resources.dll,ru.Citect.Ampla.Planning.Recipe.Server.ActiveReports.resources.dll,gjs-unii.dll|Citect.Ampla.Planning.Recipe.Server.ActiveReports.resources.dll,4608,5.2.6135.0,0,1536,919
ru.Citect.Ampla.Planning.Recipe.Server.resources.dll,ru.Citect.Ampla.Planning.Recipe.Server.resources.dll,9oxdwqyx.dll|Citect.Ampla.Planning.Recipe.Server.resources.dll,22016,5.2.6135.0,0,1536,920
ru.Citect.Ampla.Planning.Server.resources.dll,ru.Citect.Ampla.Planning.Server.resources.dll,kojxxrzz.dll|Citect.Ampla.Planning.Server.resources.dll,22016,5.2.6135.0,0,1536,921
ru.Citect.Ampla.Plant2Business.Activities.resources.dll,ru.Citect.Ampla.Plant2Business.Activities.resources.dll,zarnj7uu.dll|Citect.Ampla.Plant2Business.Activities.resources.dll,16384,5.2.6135.0,0,1536,922
ru.Citect.Ampla.Plant2Business.Mapping.resources.dll,ru.Citect.Ampla.Plant2Business.Mapping.resources.dll,j77fltas.dll|Citect.Ampla.Plant2Business.Mapping.resources.dll,5632,5.2.6135.0,0,1536,923
ru.Citect.Ampla.Plant2Business.Server.resources.dll,ru.Citect.Ampla.Plant2Business.Server.resources.dll,5gv_nax8.dll|Citect.Ampla.Plant2Business.Server.resources.dll,23552,5.2.6135.0,0,1536,924
ru.Citect.Ampla.Production.Server.ActiveReports.resources.dll,ru.Citect.Ampla.Production.Server.ActiveReports.resources.dll,5k_ln8-e.dll|Citect.Ampla.Production.Server.ActiveReports.resources.dll,9728,5.2.6135.0,0,1536,925
ru.Citect.Ampla.Production.Server.resources.dll,ru.Citect.Ampla.Production.Server.resources.dll,h7sbiwo2.dll|Citect.Ampla.Production.Server.resources.dll,6144,5.2.6135.0,0,1536,926
ru.Citect.Ampla.Public.MSSQL.resources.dll,ru.Citect.Ampla.Public.MSSQL.resources.dll,aeqoidqv.dll|Citect.Ampla.Public.MSSQL.resources.dll,13824,5.2.6135.0,0,1536,927
ru.Citect.Ampla.Quality.Server.ActiveReports.resources.dll,ru.Citect.Ampla.Quality.Server.ActiveReports.resources.dll,fhc7brzc.dll|Citect.Ampla.Quality.Server.ActiveReports.resources.dll,9216,5.2.6135.0,0,1536,928
ru.Citect.Ampla.Quality.Server.resources.dll,ru.Citect.Ampla.Quality.Server.resources.dll,ev9tys9q.dll|Citect.Ampla.Quality.Server.resources.dll,14848,5.2.6135.0,0,1536,929
ru.Citect.Ampla.WebServices.resources.dll,ru.Citect.Ampla.WebServices.resources.dll,oehgch8f.dll|Citect.Ampla.WebServices.resources.dll,25088,5.2.6135.0,0,1536,930
ru.Citect.Ampla.Workflow.Common.resources.dll,ru.Citect.Ampla.Workflow.Common.resources.dll,tez1lyxt.dll|Citect.Ampla.Workflow.Common.resources.dll,4608,5.2.6135.0,0,1536,931
ru.Citect.Ampla.Workflow.ServiceHost.resources.dll,ru.Citect.Ampla.Workflow.ServiceHost.resources.dll,ozkimm4b.dll|Citect.Ampla.Workflow.ServiceHost.resources.dll,4608,1.0.0.0,0,1536,932
ru.ControlEditor.resources.dll,ru.ControlEditor.resources.dll,qyhrhqhu.dll|ControlEditor.resources.dll,4096,5.2.6135.0,0,1536,933
ru.ProductionAnalyst.resources.dll,ru.ProductionAnalyst.resources.dll,_iolvtrm.dll|ProductionAnalyst.resources.dll,4096,5.2.6135.0,0,1536,935
ru.ProductionAnalyst.Common.resources.dll,ru.ProductionAnalyst.Common.resources.dll,sxgfjpvu.dll|ProductionAnalyst.Common.resources.dll,5120,5.2.6135.0,0,1536,934
ru.Citect.Ampla.General.Client.Common.resources.dll,ru.Citect.Ampla.General.Client.Common.resources.dll,8s3cw2nj.dll|Citect.Ampla.General.Client.Common.resources.dll,5120,5.2.6135.0,0,1536,900
amplautil.exe.config,amplautil.exe.config,l7cofuu-.con|amplautil.exe.config,748,,,512,43
Citect.Ampla.Platform.ConfigurableServiceTypes.config,Citect.Ampla.Platform.ConfigurableServiceTypes.config,c81vrccw.con|Citect.Ampla.Platform.ConfigurableServiceTypes.config,1247,,,512,178
Citect.Ampla.Platform.InstalledReferences.config,Citect.Ampla.Platform.InstalledReferences.config,fren448z.con|Citect.Ampla.Platform.InstalledReferences.config,640,,,512,179
Citect.Ampla.Service.exe.config,Citect.Ampla.Service.exe.config,joifvi61.con|Citect.Ampla.Service.exe.config,4903,,,512,211
Citect.Ampla.Studio.exe.config,Citect.Ampla.Studio.exe.config,nnjjf9y1.con|Citect.Ampla.Studio.exe.config,1066,,,512,230
ClientRemoting.config,ClientRemoting.config,0llll-kb.con|ClientRemoting.config,243,,,512,279
ServerRemoting.config,ServerRemoting.config,j_zbn-0g.con|ServerRemoting.config,276,,,512,965
amplautil.exe,amplautil.exe,r9de5xyj.exe|amplautil.exe,28672,5.2.5185.0,0,1536,42
Citect.Ampla.Service.exe,Citect.Ampla.Service.exe,so6n4rcv.exe|Citect.Ampla.Service.exe,20480,5.2.5185.0,0,1536,210
Citect.Ampla.Service.pdb,Citect.Ampla.Service.pdb,irpnxiew.pdb|Citect.Ampla.Service.pdb,13824,,,512,212
Citect.Ampla.Services.Manager.exe,Citect.Ampla.Services.Manager.exe,av7_iadx.exe|Citect.Ampla.Services.Manager.exe,24576,5.2.5185.0,0,1536,223
Citect.Ampla.Services.Manager.pdb,Citect.Ampla.Services.Manager.pdb,x-3wsjk3.pdb|Citect.Ampla.Services.Manager.pdb,13824,,,512,226
Citect.Ampla.Studio.exe,Citect.Ampla.Studio.exe,sdzsrgs5.exe|Citect.Ampla.Studio.exe,53248,5.2.5185.0,0,1536,229
Citect.Ampla.Studio.pdb,Citect.Ampla.Studio.pdb,r9e4pxer.pdb|Citect.Ampla.Studio.pdb,13824,,,512,231
Citect.Ampla.Connectors.Common.dll,Citect.Ampla.Connectors.Common.dll,gzezx_nc.dll|Citect.Ampla.Connectors.Common.dll,32768,5.2.5185.0,0,1536,70
Citect.Ampla.Connectors.Common.pdb,Citect.Ampla.Connectors.Common.pdb,j1j70nyn.pdb|Citect.Ampla.Connectors.Common.pdb,40448,,,512,71
Citect.Ampla.Connectors.InSqlHdpConnector.dll,Citect.Ampla.Connectors.InSqlHdpConnector.dll,x3_e1pu0.dll|Citect.Ampla.Connectors.InSqlHdpConnector.dll,135168,5.2.5185.0,0,1536,74
Citect.Ampla.Connectors.InSqlHdpConnector.pdb,Citect.Ampla.Connectors.InSqlHdpConnector.pdb,ee3gd1s9.pdb|Citect.Ampla.Connectors.InSqlHdpConnector.pdb,179712,,,512,75
Citect.Ampla.Connectors.OleDbConnector.dll,Citect.Ampla.Connectors.OleDbConnector.dll,qjvprsfn.dll|Citect.Ampla.Connectors.OleDbConnector.dll,57344,5.2.5185.0,0,1536,76
Citect.Ampla.Connectors.OleDbConnector.pdb,Citect.Ampla.Connectors.OleDbConnector.pdb,9rcfkkvr.pdb|Citect.Ampla.Connectors.OleDbConnector.pdb,75264,,,512,77
Citect.Ampla.Connectors.OpcConnector.dll,Citect.Ampla.Connectors.OpcConnector.dll,7m5esulm.dll|Citect.Ampla.Connectors.OpcConnector.dll,147456,5.2.5185.0,0,1536,78
Citect.Ampla.Connectors.OpcConnector.pdb,Citect.Ampla.Connectors.OpcConnector.pdb,dzqwtdbo.pdb|Citect.Ampla.Connectors.OpcConnector.pdb,179712,,,512,79
Citect.Ampla.Connectors.OpcHdaConnector.dll,Citect.Ampla.Connectors.OpcHdaConnector.dll,df2totx3.dll|Citect.Ampla.Connectors.OpcHdaConnector.dll,69632,5.2.5185.0,0,1536,80
Citect.Ampla.Connectors.OpcHdaConnector.pdb,Citect.Ampla.Connectors.OpcHdaConnector.pdb,gctzrers.pdb|Citect.Ampla.Connectors.OpcHdaConnector.pdb,105984,,,512,81
Citect.Ampla.Connectors.PIConnector.dll,Citect.Ampla.Connectors.PIConnector.dll,d14ntrrq.dll|Citect.Ampla.Connectors.PIConnector.dll,49152,5.2.5185.0,0,1536,82
Citect.Ampla.Connectors.PIConnector.pdb,Citect.Ampla.Connectors.PIConnector.pdb,980vy9jm.pdb|Citect.Ampla.Connectors.PIConnector.pdb,85504,,,512,83
Citect.Ampla.Connectors.ScadaConnector.dll,Citect.Ampla.Connectors.ScadaConnector.dll,fawgaaxy.dll|Citect.Ampla.Connectors.ScadaConnector.dll,159744,5.2.5185.0,0,1536,85
Citect.Ampla.Connectors.ScadaConnector.pdb,Citect.Ampla.Connectors.ScadaConnector.pdb,vbrp-tu3.pdb|Citect.Ampla.Connectors.ScadaConnector.pdb,271872,,,512,86
Citect.Ampla.Connectors.Simulation.dll,Citect.Ampla.Connectors.Simulation.dll,ka9gw46k.dll|Citect.Ampla.Connectors.Simulation.dll,139264,5.2.5185.0,0,1536,89
Citect.Ampla.Data.dll,Citect.Ampla.Data.dll,n4wnl5_e.dll|Citect.Ampla.Data.dll,90112,5.2.5185.0,0,1536,94
Citect.Ampla.Data.pdb,Citect.Ampla.Data.pdb,wy8hbc4p.pdb|Citect.Ampla.Data.pdb,226816,,,512,95
Citect.Ampla.DataAccess.dll,Citect.Ampla.DataAccess.dll,ltnxxxu_.dll|Citect.Ampla.DataAccess.dll,155648,5.2.5185.0,0,1536,96
Citect.Ampla.DataAccess.pdb,Citect.Ampla.DataAccess.pdb,lf98hqbv.pdb|Citect.Ampla.DataAccess.pdb,108032,,,512,97
Citect.Ampla.DependencyInjection.dll,Citect.Ampla.DependencyInjection.dll,jbhdq3nk.dll|Citect.Ampla.DependencyInjection.dll,8704,5.2.5185.0,0,1536,98
Citect.Ampla.DependencyInjection.pdb,Citect.Ampla.DependencyInjection.pdb,6_eqncc6.pdb|Citect.Ampla.DependencyInjection.pdb,15872,,,512,99
Citect.Ampla.Framework.dll,Citect.Ampla.Framework.dll,yuxyu50s.dll|Citect.Ampla.Framework.dll,552960,5.2.5185.0,0,1536,106
Citect.Ampla.Framework.pdb,Citect.Ampla.Framework.pdb,7kfxbjul.pdb|Citect.Ampla.Framework.pdb,1340928,,,512,111
Citect.Ampla.Framework.Gui.dll,Citect.Ampla.Framework.Gui.dll,91n3hhmw.dll|Citect.Ampla.Framework.Gui.dll,1048576,5.2.5185.0,0,1536,109
Citect.Ampla.Framework.Gui.pdb,Citect.Ampla.Framework.Gui.pdb,hexijofn.pdb|Citect.Ampla.Framework.Gui.pdb,597504,,,512,110
Citect.Ampla.Public.WebService.ServiceAdministration.V200707.dll,Citect.Ampla.Public.WebService.ServiceAdministration.V200707.dll,-kdhi99p.dll|Citect.Ampla.Public.WebService.ServiceAdministration.V200707.dll,27136,5.2.5185.0,0,1536,192
Citect.Ampla.Public.WebService.ServiceAdministration.V200707.pdb,Citect.Ampla.Public.WebService.ServiceAdministration.V200707.pdb,ejkf-qxt.pdb|Citect.Ampla.Public.WebService.ServiceAdministration.V200707.pdb,81408,,,512,193
Citect.Ampla.Public.WebService.SystemDiagnostics.V200707.dll,Citect.Ampla.Public.WebService.SystemDiagnostics.V200707.dll,jkjnlomv.dll|Citect.Ampla.Public.WebService.SystemDiagnostics.V200707.dll,48128,5.2.5185.0,0,1536,194
Citect.Ampla.Public.WebService.SystemDiagnostics.V200707.pdb,Citect.Ampla.Public.WebService.SystemDiagnostics.V200707.pdb,zijfripc.pdb|Citect.Ampla.Public.WebService.SystemDiagnostics.V200707.pdb,204288,,,512,195
Citect.Ampla.Runtime.Data.dll,Citect.Ampla.Runtime.Data.dll,xzrfn_k6.dll|Citect.Ampla.Runtime.Data.dll,200704,5.2.5185.0,0,1536,200
Citect.Ampla.Runtime.Data.pdb,Citect.Ampla.Runtime.Data.pdb,uncd2rtm.pdb|Citect.Ampla.Runtime.Data.pdb,615936,,,512,201
Citect.Ampla.Runtime.Remoting.dll,Citect.Ampla.Runtime.Remoting.dll,gpcpg-ak.dll|Citect.Ampla.Runtime.Remoting.dll,57344,5.2.5185.0,0,1536,202
Citect.Ampla.Runtime.Remoting.pdb,Citect.Ampla.Runtime.Remoting.pdb,dbr6-dmv.pdb|Citect.Ampla.Runtime.Remoting.pdb,134656,,,512,203
Citect.Ampla.Server.dll,Citect.Ampla.Server.dll,vwrcjrrz.dll|Citect.Ampla.Server.dll,311296,5.2.5185.0,0,1536,208
Citect.Ampla.Server.pdb,Citect.Ampla.Server.pdb,akcpumtu.pdb|Citect.Ampla.Server.pdb,372224,,,512,209
Citect.Ampla.ServiceCore.dll,Citect.Ampla.ServiceCore.dll,f2zfpbod.dll|Citect.Ampla.ServiceCore.dll,11776,5.2.5185.0,0,1536,214
Citect.Ampla.ServiceCore.pdb,Citect.Ampla.ServiceCore.pdb,yswefyav.pdb|Citect.Ampla.ServiceCore.pdb,17920,,,512,215
Citect.Ampla.ServiceModel.dll,Citect.Ampla.ServiceModel.dll,6ttjzjzn.dll|Citect.Ampla.ServiceModel.dll,35840,5.2.5185.0,0,1536,219
Citect.Ampla.ServiceModel.pdb,Citect.Ampla.ServiceModel.pdb,psxo1qkf.pdb|Citect.Ampla.ServiceModel.pdb,85504,,,512,221
Citect.Ampla.Services.Manager.Gui.dll,Citect.Ampla.Services.Manager.Gui.dll,wuzvdeds.dll|Citect.Ampla.Services.Manager.Gui.dll,110592,5.2.5185.0,0,1536,224
Citect.Ampla.Services.Manager.Gui.pdb,Citect.Ampla.Services.Manager.Gui.pdb,javp4zyt.pdb|Citect.Ampla.Services.Manager.Gui.pdb,52736,,,512,225
Citect.Ampla.StandardItems.dll,Citect.Ampla.StandardItems.dll,jrip-ukz.dll|Citect.Ampla.StandardItems.dll,65536,5.2.5185.0,0,1536,227
Citect.Ampla.StandardItems.pdb,Citect.Ampla.StandardItems.pdb,ykqriold.pdb|Citect.Ampla.StandardItems.pdb,79360,,,512,228
Citect.Ampla.Studio.SandDock.Gui.dll,Citect.Ampla.Studio.SandDock.Gui.dll,sukz_nlg.dll|Citect.Ampla.Studio.SandDock.Gui.dll,323584,5.2.5185.0,0,1536,232
Citect.Ampla.Studio.SandDock.Gui.pdb,Citect.Ampla.Studio.SandDock.Gui.pdb,w4owaht5.pdb|Citect.Ampla.Studio.SandDock.Gui.pdb,146944,,,512,233
Citect.Common.dll,Citect.Common.dll,cpf99rjb.dll|Citect.Common.dll,237568,5.2.5185.0,0,1536,267
Citect.Common.pdb,Citect.Common.pdb,fpplzoxy.pdb|Citect.Common.pdb,613888,,,512,270
Citect.Common.Gui.dll,Citect.Common.Gui.dll,mt7nnwwx.dll|Citect.Common.Gui.dll,178688,5.2.5185.0,0,1536,268
Citect.Common.Gui.pdb,Citect.Common.Gui.pdb,weel-w0d.pdb|Citect.Common.Gui.pdb,101888,,,512,269
Citect.Security.Authorization.AzMan.dll,Citect.Security.Authorization.AzMan.dll,qqm3fmxz.dll|Citect.Security.Authorization.AzMan.dll,53248,5.2.5185.0,0,1536,271
Citect.Security.Authorization.AzMan.pdb,Citect.Security.Authorization.AzMan.pdb,c8vr1idh.pdb|Citect.Security.Authorization.AzMan.pdb,69120,,,512,272
Citect.Security.Authorization.dll,Citect.Security.Authorization.dll,kogo83u7.dll|Citect.Security.Authorization.dll,36864,5.2.5185.0,0,1536,273
Citect.Security.Authorization.pdb,Citect.Security.Authorization.pdb,q7qszq4o.pdb|Citect.Security.Authorization.pdb,69120,,,512,274
Citect.Security.Identities.dll,Citect.Security.Identities.dll,mttzouue.dll|Citect.Security.Identities.dll,45056,5.2.5185.0,0,1536,275
Citect.Security.Identities.pdb,Citect.Security.Identities.pdb,ygjv7oks.pdb|Citect.Security.Identities.pdb,69120,,,512,276
Citect.Security.Remoting.dll,Citect.Security.Remoting.dll,vzdpcqjg.dll|Citect.Security.Remoting.dll,73728,5.2.5185.0,0,1536,277
Citect.Security.Remoting.pdb,Citect.Security.Remoting.pdb,qs3r76sw.pdb|Citect.Security.Remoting.pdb,179712,,,512,278
Citect.Ampla.Installer.CustomActions.dll,Citect.Ampla.Installer.CustomActions.dll,u1v5cvsg.dll|Citect.Ampla.Installer.CustomActions.dll,53248,5.2.5185.0,0,1536,135
Citect.Ampla.Installer.CustomActions.pdb,Citect.Ampla.Installer.CustomActions.pdb,q-masoei.pdb|Citect.Ampla.Installer.CustomActions.pdb,30208,,,512,136
AmplaExpression.cgt,AmplaExpression.cgt,kg-pzj0c.cgt|AmplaExpression.cgt,520309,,,512,35
Citect.Ampla.Connectors.PIConnector.QualityMappings,Citect.Ampla.Connectors.PIConnector.QualityMappings,5b3c4tbz.qua|Citect.Ampla.Connectors.PIConnector.QualityMappings,504,,,512,84
de.Citect.Ampla.Connectors.InSqlHdpConnector.resources.dll,de.Citect.Ampla.Connectors.InSqlHdpConnector.resources.dll,p8holsjl.dll|Citect.Ampla.Connectors.InSqlHdpConnector.resources.dll,9216,5.2.5185.0,0,1536,298
de.Citect.Ampla.Connectors.OleDbConnector.resources.dll,de.Citect.Ampla.Connectors.OleDbConnector.resources.dll,zudrcolp.dll|Citect.Ampla.Connectors.OleDbConnector.resources.dll,5120,5.2.5185.0,0,1536,299
de.Citect.Ampla.Connectors.OpcConnector.resources.dll,de.Citect.Ampla.Connectors.OpcConnector.resources.dll,sniegacs.dll|Citect.Ampla.Connectors.OpcConnector.resources.dll,5632,5.2.5185.0,0,1536,300
de.Citect.Ampla.Connectors.ScadaConnector.resources.dll,de.Citect.Ampla.Connectors.ScadaConnector.resources.dll,zkjpentn.dll|Citect.Ampla.Connectors.ScadaConnector.resources.dll,5120,5.2.5185.0,0,1536,301
de.Citect.Ampla.Framework.resources.dll,de.Citect.Ampla.Framework.resources.dll,o3wygibi.dll|Citect.Ampla.Framework.resources.dll,7168,5.2.5185.0,0,1536,310
de.Citect.Ampla.Framework.Gui.resources.dll,de.Citect.Ampla.Framework.Gui.resources.dll,wiorqi24.dll|Citect.Ampla.Framework.Gui.resources.dll,25600,5.2.5185.0,0,1536,309
de.Citect.Ampla.Runtime.Data.resources.dll,de.Citect.Ampla.Runtime.Data.resources.dll,6w1gpta6.dll|Citect.Ampla.Runtime.Data.resources.dll,5120,5.2.5185.0,0,1536,341
de.Citect.Ampla.Service.resources.dll,de.Citect.Ampla.Service.resources.dll,k3zxy40m.dll|Citect.Ampla.Service.resources.dll,4096,5.2.5185.0,0,1536,342
de.Citect.Ampla.ServiceCore.resources.dll,de.Citect.Ampla.ServiceCore.resources.dll,df2e7bey.dll|Citect.Ampla.ServiceCore.resources.dll,4608,5.2.5185.0,0,1536,343
de.Citect.Ampla.Services.Manager.Gui.resources.dll,de.Citect.Ampla.Services.Manager.Gui.resources.dll,_72t_b4f.dll|Citect.Ampla.Services.Manager.Gui.resources.dll,7168,5.2.5185.0,0,1536,344
de.Citect.Ampla.StandardItems.resources.dll,de.Citect.Ampla.StandardItems.resources.dll,qxaulbqv.dll|Citect.Ampla.StandardItems.resources.dll,8704,5.2.5185.0,0,1536,345
de.Citect.Ampla.Studio.resources.dll,de.Citect.Ampla.Studio.resources.dll,1m_-3bec.dll|Citect.Ampla.Studio.resources.dll,4608,5.2.5185.0,0,1536,346
de.Citect.Ampla.Studio.SandDock.Gui.resources.dll,de.Citect.Ampla.Studio.SandDock.Gui.resources.dll,3hpziqhe.dll|Citect.Ampla.Studio.SandDock.Gui.resources.dll,22528,5.2.5185.0,0,1536,347
de.Citect.Common.resources.dll,de.Citect.Common.resources.dll,syz57fbo.dll|Citect.Common.resources.dll,6656,5.2.5185.0,0,1536,352
de.Citect.Common.Gui.resources.dll,de.Citect.Common.Gui.resources.dll,ni9z-rzx.dll|Citect.Common.Gui.resources.dll,6656,5.2.5185.0,0,1536,351
de.Citect.Security.Authorization.resources.dll,de.Citect.Security.Authorization.resources.dll,ruht9yje.dll|Citect.Security.Authorization.resources.dll,4608,5.2.5185.0,0,1536,353
de.Citect.Security.Identities.resources.dll,de.Citect.Security.Identities.resources.dll,anb-2azr.dll|Citect.Security.Identities.resources.dll,4608,5.2.5185.0,0,1536,354
es.Citect.Ampla.Connectors.InSqlHdpConnector.resources.dll,es.Citect.Ampla.Connectors.InSqlHdpConnector.resources.dll,hn-aa1d_.dll|Citect.Ampla.Connectors.InSqlHdpConnector.resources.dll,9216,5.2.5185.0,0,1536,386
es.Citect.Ampla.Connectors.OleDbConnector.resources.dll,es.Citect.Ampla.Connectors.OleDbConnector.resources.dll,vli4cwjo.dll|Citect.Ampla.Connectors.OleDbConnector.resources.dll,5120,5.2.5185.0,0,1536,387
es.Citect.Ampla.Connectors.OpcConnector.resources.dll,es.Citect.Ampla.Connectors.OpcConnector.resources.dll,umvcjxnq.dll|Citect.Ampla.Connectors.OpcConnector.resources.dll,5632,5.2.5185.0,0,1536,388
es.Citect.Ampla.Connectors.ScadaConnector.resources.dll,es.Citect.Ampla.Connectors.ScadaConnector.resources.dll,k-fhzrcj.dll|Citect.Ampla.Connectors.ScadaConnector.resources.dll,5120,5.2.5185.0,0,1536,389
es.Citect.Ampla.Framework.resources.dll,es.Citect.Ampla.Framework.resources.dll,bdlgky9o.dll|Citect.Ampla.Framework.resources.dll,7168,5.2.5185.0,0,1536,398
es.Citect.Ampla.Framework.Gui.resources.dll,es.Citect.Ampla.Framework.Gui.resources.dll,vmr4tanp.dll|Citect.Ampla.Framework.Gui.resources.dll,25088,5.2.5185.0,0,1536,397
es.Citect.Ampla.Runtime.Data.resources.dll,es.Citect.Ampla.Runtime.Data.resources.dll,gflsfjkl.dll|Citect.Ampla.Runtime.Data.resources.dll,5120,5.2.5185.0,0,1536,429
es.Citect.Ampla.Service.resources.dll,es.Citect.Ampla.Service.resources.dll,agtsu934.dll|Citect.Ampla.Service.resources.dll,4096,5.2.5185.0,0,1536,430
es.Citect.Ampla.ServiceCore.resources.dll,es.Citect.Ampla.ServiceCore.resources.dll,qlsl85xd.dll|Citect.Ampla.ServiceCore.resources.dll,4608,5.2.5185.0,0,1536,431
es.Citect.Ampla.Services.Manager.Gui.resources.dll,es.Citect.Ampla.Services.Manager.Gui.resources.dll,6nsrzmwr.dll|Citect.Ampla.Services.Manager.Gui.resources.dll,7168,5.2.5185.0,0,1536,432
es.Citect.Ampla.StandardItems.resources.dll,es.Citect.Ampla.StandardItems.resources.dll,4fjneubi.dll|Citect.Ampla.StandardItems.resources.dll,8192,5.2.5185.0,0,1536,433
es.Citect.Ampla.Studio.resources.dll,es.Citect.Ampla.Studio.resources.dll,bugctioy.dll|Citect.Ampla.Studio.resources.dll,4608,5.2.5185.0,0,1536,434
es.Citect.Ampla.Studio.SandDock.Gui.resources.dll,es.Citect.Ampla.Studio.SandDock.Gui.resources.dll,lw0w5x1r.dll|Citect.Ampla.Studio.SandDock.Gui.resources.dll,20480,5.2.5185.0,0,1536,435
es.Citect.Common.resources.dll,es.Citect.Common.resources.dll,4jszglm0.dll|Citect.Common.resources.dll,7168,5.2.5185.0,0,1536,440
es.Citect.Common.Gui.resources.dll,es.Citect.Common.Gui.resources.dll,czwbgcvt.dll|Citect.Common.Gui.resources.dll,6656,5.2.5185.0,0,1536,439
es.Citect.Security.Authorization.resources.dll,es.Citect.Security.Authorization.resources.dll,zcslxosw.dll|Citect.Security.Authorization.resources.dll,4608,5.2.5185.0,0,1536,441
es.Citect.Security.Identities.resources.dll,es.Citect.Security.Identities.resources.dll,nmp52sxx.dll|Citect.Security.Identities.resources.dll,4608,5.2.5185.0,0,1536,442
fr.Citect.Ampla.Connectors.InSqlHdpConnector.resources.dll,fr.Citect.Ampla.Connectors.InSqlHdpConnector.resources.dll,f61ocohh.dll|Citect.Ampla.Connectors.InSqlHdpConnector.resources.dll,9216,5.2.5185.0,0,1536,652
fr.Citect.Ampla.Connectors.OleDbConnector.resources.dll,fr.Citect.Ampla.Connectors.OleDbConnector.resources.dll,rivofu1m.dll|Citect.Ampla.Connectors.OleDbConnector.resources.dll,5120,5.2.5185.0,0,1536,653
fr.Citect.Ampla.Connectors.OpcConnector.resources.dll,fr.Citect.Ampla.Connectors.OpcConnector.resources.dll,5cqpfrmi.dll|Citect.Ampla.Connectors.OpcConnector.resources.dll,5632,5.2.5185.0,0,1536,654
fr.Citect.Ampla.Connectors.ScadaConnector.resources.dll,fr.Citect.Ampla.Connectors.ScadaConnector.resources.dll,vbcljly4.dll|Citect.Ampla.Connectors.ScadaConnector.resources.dll,5120,5.2.5185.0,0,1536,655
fr.Citect.Ampla.Framework.resources.dll,fr.Citect.Ampla.Framework.resources.dll,cakduqd_.dll|Citect.Ampla.Framework.resources.dll,7168,5.2.5185.0,0,1536,664
fr.Citect.Ampla.Framework.Gui.resources.dll,fr.Citect.Ampla.Framework.Gui.resources.dll,lfwleaou.dll|Citect.Ampla.Framework.Gui.resources.dll,25600,5.2.5185.0,0,1536,663
fr.Citect.Ampla.Runtime.Data.resources.dll,fr.Citect.Ampla.Runtime.Data.resources.dll,8odoh9cz.dll|Citect.Ampla.Runtime.Data.resources.dll,5120,5.2.5185.0,0,1536,695
fr.Citect.Ampla.Service.resources.dll,fr.Citect.Ampla.Service.resources.dll,v2hujq3h.dll|Citect.Ampla.Service.resources.dll,4096,5.2.5185.0,0,1536,696
fr.Citect.Ampla.ServiceCore.resources.dll,fr.Citect.Ampla.ServiceCore.resources.dll,ywvodjlh.dll|Citect.Ampla.ServiceCore.resources.dll,4608,5.2.5185.0,0,1536,697
fr.Citect.Ampla.Services.Manager.Gui.resources.dll,fr.Citect.Ampla.Services.Manager.Gui.resources.dll,spkwsn5a.dll|Citect.Ampla.Services.Manager.Gui.resources.dll,7168,5.2.5185.0,0,1536,698
